Local;Departamento;Provincia;Distrito;Mes;Tipo Transaccion;TRANSACCIONES
PANP CORONGO;ANCASH;CORONGO;CORONGO;SEPTIEMBRE;ENTREGA DNI;32
PAP CASMA;ANCASH;CASMA;CASMA;JULIO;TRAMITE DNI;478
PAP CASMA;ANCASH;CASMA;CASMA;JULIO;ENTREGA DNI;711
PAP CASMA;ANCASH;CASMA;CASMA;JULIO;RRCC COPIAS CERTIF;67
PAP CASMA;ANCASH;CASMA;CASMA;JULIO;CERTIFICACION DE RUIPN;130
PAP CASMA;ANCASH;CASMA;CASMA;AGOSTO;TRAMITE DNI;640
PAP CASMA;ANCASH;CASMA;CASMA;AGOSTO;ENTREGA DNI;712
PAP CASMA;ANCASH;CASMA;CASMA;AGOSTO;RRCC COPIAS CERTIF;73
PAP CASMA;ANCASH;CASMA;CASMA;AGOSTO;CERTIFICACION DE RUIPN;126
PAP CASMA;ANCASH;CASMA;CASMA;SEPTIEMBRE;TRAMITE DNI;573
PAP CASMA;ANCASH;CASMA;CASMA;SEPTIEMBRE;ENTREGA DNI;730
PAP CASMA;ANCASH;CASMA;CASMA;SEPTIEMBRE;RRCC COPIAS CERTIF;78
PAP CASMA;ANCASH;CASMA;CASMA;SEPTIEMBRE;CERTIFICACION DE RUIPN;114
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;JULIO;TRAMITE DNI;401
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;JULIO;ENTREGA DNI;368
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;JULIO;RRCC COPIAS CERTIF;35
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;JULIO;CERTIFICACION DE RUIPN;66
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;AGOSTO;TRAMITE DNI;451
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;AGOSTO;ENTREGA DNI;414
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;AGOSTO;RRCC COPIAS CERTIF;57
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;AGOSTO;CERTIFICACION DE RUIPN;85
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;SEPTIEMBRE;TRAMITE DNI;391
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;SEPTIEMBRE;ENTREGA DNI;461
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;SEPTIEMBRE;RRCC COPIAS CERTIF;63
PAP HUARMEY;ANCASH;HUARMEY;HUARMEY;SEPTIEMBRE;CERTIFICACION DE RUIPN;96
PAP PALLASCA;ANCASH;PALLASCA;CABANA;JULIO;TRAMITE DNI;15
PAP PALLASCA;ANCASH;PALLASCA;CABANA;JULIO;ENTREGA DNI;33
PAP PALLASCA;ANCASH;PALLASCA;CABANA;AGOSTO;TRAMITE DNI;44
PAP PALLASCA;ANCASH;PALLASCA;CABANA;AGOSTO;ENTREGA DNI;31
PAP PALLASCA;ANCASH;PALLASCA;CABANA;AGOSTO;RRCC COPIAS CERTIF;1
PAP PALLASCA;ANCASH;PALLASCA;CABANA;SEPTIEMBRE;TRAMITE DNI;33
PAP PALLASCA;ANCASH;PALLASCA;CABANA;SEPTIEMBRE;ENTREGA DNI;63
AG HUACHO;LIMA;HUAURA;HUACHO;JULIO;TRAMITE DNI;2,513
AG HUACHO;LIMA;HUAURA;HUACHO;JULIO;ENTREGA DNI;3,552
AG HUACHO;LIMA;HUAURA;HUACHO;JULIO;RRCC COPIAS CERTIF;362
AG HUACHO;LIMA;HUAURA;HUACHO;JULIO;CERTIFICACION DE RUIPN;711
AG HUACHO;LIMA;HUAURA;HUACHO;AGOSTO;TRAMITE DNI;2,835
AG HUACHO;LIMA;HUAURA;HUACHO;AGOSTO;ENTREGA DNI;3,688
AG HUACHO;LIMA;HUAURA;HUACHO;AGOSTO;RRCC COPIAS CERTIF;407
AG HUACHO;LIMA;HUAURA;HUACHO;AGOSTO;CERTIFICACION DE RUIPN;892
AG HUACHO;LIMA;HUAURA;HUACHO;AGOSTO;CERTIFICADOS DIGITALES;4
AG HUACHO;LIMA;HUAURA;HUACHO;SEPTIEMBRE;TRAMITE DNI;2,531
AG HUACHO;LIMA;HUAURA;HUACHO;SEPTIEMBRE;ENTREGA DNI;3,725
AG HUACHO;LIMA;HUAURA;HUACHO;SEPTIEMBRE;RRCC COPIAS CERTIF;400
AG HUACHO;LIMA;HUAURA;HUACHO;SEPTIEMBRE;CERTIFICACION DE RUIPN;800
AG HUACHO;LIMA;HUAURA;HUACHO;SEPTIEMBRE;CERTIFICADOS DIGITALES;1
OR IQUITOS;LORETO;MAYNAS;IQUITOS;JULIO;TRAMITE DNI;3,093
OR IQUITOS;LORETO;MAYNAS;IQUITOS;JULIO;ENTREGA DNI;4,928
OR IQUITOS;LORETO;MAYNAS;IQUITOS;JULIO;RRCC ACTA REGISTRAL;505
OR IQUITOS;LORETO;MAYNAS;IQUITOS;JULIO;RRCC COPIAS CERTIF;2,138
OR IQUITOS;LORETO;MAYNAS;IQUITOS;JULIO;CERTIFICACION DE RUIPN;1,898
OR IQUITOS;LORETO;MAYNAS;IQUITOS;JULIO;CERTIFICADOS DIGITALES;13
OR IQUITOS;LORETO;MAYNAS;IQUITOS;AGOSTO;TRAMITE DNI;3,144
OR IQUITOS;LORETO;MAYNAS;IQUITOS;AGOSTO;ENTREGA DNI;4,985
OR IQUITOS;LORETO;MAYNAS;IQUITOS;AGOSTO;RRCC ACTA REGISTRAL;558
OR IQUITOS;LORETO;MAYNAS;IQUITOS;AGOSTO;RRCC COPIAS CERTIF;2,551
OR IQUITOS;LORETO;MAYNAS;IQUITOS;AGOSTO;CERTIFICACION DE RUIPN;1,799
OR IQUITOS;LORETO;MAYNAS;IQUITOS;AGOSTO;CERTIFICADOS DIGITALES;18
OR IQUITOS;LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;TRAMITE DNI;2,783
OR IQUITOS;LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;ENTREGA DNI;4,928
OR IQUITOS;LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;RRCC ACTA REGISTRAL;567
OR IQUITOS;LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;RRCC COPIAS CERTIF;2,738
OR IQUITOS;LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;CERTIFICACION DE RUIPN;1,760
OR IQUITOS;LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;CERTIFICADOS DIGITALES;17
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;JULIO;TRAMITE DNI;6,444
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;JULIO;ENTREGA DNI;13,138
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;JULIO;RRCC ACTA REGISTRAL;1,268
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;JULIO;RRCC COPIAS CERTIF;3,165
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;JULIO;CERTIFICACION DE RUIPN;1,404
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;JULIO;CERTIFICADOS DIGITALES;24
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;AGOSTO;TRAMITE DNI;7,604
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;AGOSTO;ENTREGA DNI;15,727
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;AGOSTO;RRCC ACTA REGISTRAL;1,163
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;AGOSTO;RRCC COPIAS CERTIF;4,187
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;AGOSTO;CERTIFICACION DE RUIPN;1,460
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;AGOSTO;CERTIFICADOS DIGITALES;11
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;SEPTIEMBRE;TRAMITE DNI;6,397
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;SEPTIEMBRE;ENTREGA DNI;14,063
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;SEPTIEMBRE;RRCC ACTA REGISTRAL;1,322
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;SEPTIEMBRE;RRCC COPIAS CERTIF;4,011
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;SEPTIEMBRE;CERTIFICACION DE RUIPN;2,000
OR SAN JUAN DE MIRAFLORES;LIMA;LIMA;SAN JUAN DE MIRAFLORES;SEPTIEMBRE;CERTIFICADOS DIGITALES;6
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;TRAMITE DNI;368
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;ENTREGA DNI;482
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;RRCC COPIAS CERTIF;42
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;CERTIFICACION DE RUIPN;73
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;JULIO;CERTIFICADOS DIGITALES;1
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;AGOSTO;TRAMITE DNI;289
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;AGOSTO;ENTREGA DNI;468
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;AGOSTO;RRCC COPIAS CERTIF;32
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;AGOSTO;CERTIFICACION DE RUIPN;47
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;SEPTIEMBRE;TRAMITE DNI;346
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;SEPTIEMBRE;ENTREGA DNI;472
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;SEPTIEMBRE;RRCC COPIAS CERTIF;30
AG OTUZCO;LA LIBERTAD;OTUZCO;OTUZCO;SEPTIEMBRE;CERTIFICACION DE RUIPN;49
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;JULIO;TRAMITE DNI;543
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;JULIO;ENTREGA DNI;724
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;JULIO;RRCC COPIAS CERTIF;81
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;JULIO;CERTIFICACION DE RUIPN;125
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;JULIO;CERTIFICADOS DIGITALES;2
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;AGOSTO;TRAMITE DNI;588
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;AGOSTO;ENTREGA DNI;836
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;AGOSTO;RRCC COPIAS CERTIF;80
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;AGOSTO;CERTIFICACION DE RUIPN;99
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;AGOSTO;CERTIFICADOS DIGITALES;3
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;SEPTIEMBRE;TRAMITE DNI;563
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;SEPTIEMBRE;ENTREGA DNI;831
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;SEPTIEMBRE;RRCC COPIAS CERTIF;92
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;SEPTIEMBRE;CERTIFICACION DE RUIPN;122
AG PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;SEPTIEMBRE;CERTIFICADOS DIGITALES;1
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;JULIO;TRAMITE DNI;949
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;JULIO;ENTREGA DNI;1,501
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;JULIO;RRCC COPIAS CERTIF;52
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;JULIO;CERTIFICACION DE RUIPN;216
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;TRAMITE DNI;995
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;ENTREGA DNI;1,608
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;RRCC COPIAS CERTIF;81
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;CERTIFICACION DE RUIPN;209
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;AGOSTO;CERTIFICADOS DIGITALES;1
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;SEPTIEMBRE;TRAMITE DNI;943
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;SEPTIEMBRE;ENTREGA DNI;1,660
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;SEPTIEMBRE;RRCC COPIAS CERTIF;106
AG SANCHEZ CARRION;LA LIBERTAD;SANCHEZ CARRION;HUAMACHUCO;SEPTIEMBRE;CERTIFICACION DE RUIPN;162
AG CAMANA;AREQUIPA;CAMANA;CAMANA;JULIO;TRAMITE DNI;532
AG CAMANA;AREQUIPA;CAMANA;CAMANA;JULIO;ENTREGA DNI;988
AG CAMANA;AREQUIPA;CAMANA;CAMANA;JULIO;RRCC COPIAS CERTIF;72
AG CAMANA;AREQUIPA;CAMANA;CAMANA;JULIO;CERTIFICACION DE RUIPN;150
AG CAMANA;AREQUIPA;CAMANA;CAMANA;AGOSTO;TRAMITE DNI;690
AG CAMANA;AREQUIPA;CAMANA;CAMANA;AGOSTO;ENTREGA DNI;1,113
AG CAMANA;AREQUIPA;CAMANA;CAMANA;AGOSTO;RRCC COPIAS CERTIF;102
AG CAMANA;AREQUIPA;CAMANA;CAMANA;AGOSTO;CERTIFICACION DE RUIPN;165
AG CAMANA;AREQUIPA;CAMANA;CAMANA;SEPTIEMBRE;TRAMITE DNI;734
AG CAMANA;AREQUIPA;CAMANA;CAMANA;SEPTIEMBRE;ENTREGA DNI;1,053
AG CAMANA;AREQUIPA;CAMANA;CAMANA;SEPTIEMBRE;RRCC COPIAS CERTIF;129
AG CAMANA;AREQUIPA;CAMANA;CAMANA;SEPTIEMBRE;CERTIFICACION DE RUIPN;177
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;JULIO;TRAMITE DNI;483
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;JULIO;ENTREGA DNI;736
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;JULIO;RRCC COPIAS CERTIF;57
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;JULIO;CERTIFICACION DE RUIPN;71
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;AGOSTO;TRAMITE DNI;472
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;AGOSTO;ENTREGA DNI;656
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;AGOSTO;RRCC COPIAS CERTIF;59
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;AGOSTO;CERTIFICACION DE RUIPN;104
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;SEPTIEMBRE;TRAMITE DNI;466
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;SEPTIEMBRE;ENTREGA DNI;669
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;SEPTIEMBRE;RRCC COPIAS CERTIF;60
AG ISLAY;AREQUIPA;ISLAY;MOLLENDO;SEPTIEMBRE;CERTIFICACION DE RUIPN;107
AG ILO;MOQUEGUA;ILO;ILO;JULIO;TRAMITE DNI;853
AG ILO;MOQUEGUA;ILO;ILO;JULIO;ENTREGA DNI;1,459
AG ILO;MOQUEGUA;ILO;ILO;JULIO;RRCC COPIAS CERTIF;91
AG ILO;MOQUEGUA;ILO;ILO;JULIO;CERTIFICACION DE RUIPN;287
AG ILO;MOQUEGUA;ILO;ILO;JULIO;CERTIFICADOS DIGITALES;7
AG ILO;MOQUEGUA;ILO;ILO;AGOSTO;TRAMITE DNI;1,120
AG ILO;MOQUEGUA;ILO;ILO;AGOSTO;ENTREGA DNI;1,526
AG ILO;MOQUEGUA;ILO;ILO;AGOSTO;RRCC COPIAS CERTIF;142
AG ILO;MOQUEGUA;ILO;ILO;AGOSTO;CERTIFICACION DE RUIPN;354
AG ILO;MOQUEGUA;ILO;ILO;AGOSTO;CERTIFICADOS DIGITALES;3
AG ILO;MOQUEGUA;ILO;ILO;SEPTIEMBRE;TRAMITE DNI;901
AG ILO;MOQUEGUA;ILO;ILO;SEPTIEMBRE;ENTREGA DNI;1,437
AG ILO;MOQUEGUA;ILO;ILO;SEPTIEMBRE;RRCC COPIAS CERTIF;96
AG ILO;MOQUEGUA;ILO;ILO;SEPTIEMBRE;CERTIFICACION DE RUIPN;319
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;JULIO;TRAMITE DNI;938
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;JULIO;ENTREGA DNI;1,588
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;JULIO;RRCC COPIAS CERTIF;138
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;JULIO;CERTIFICACION DE RUIPN;290
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;JULIO;CERTIFICADOS DIGITALES;4
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;AGOSTO;TRAMITE DNI;1,188
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;AGOSTO;ENTREGA DNI;2,009
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;AGOSTO;RRCC COPIAS CERTIF;190
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;AGOSTO;CERTIFICACION DE RUIPN;334
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;AGOSTO;CERTIFICADOS DIGITALES;10
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;SEPTIEMBRE;TRAMITE DNI;1,118
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;SEPTIEMBRE;ENTREGA DNI;1,903
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;SEPTIEMBRE;RRCC COPIAS CERTIF;179
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;SEPTIEMBRE;CERTIFICACION DE RUIPN;374
AG MARISCAL NIETO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;SEPTIEMBRE;CERTIFICADOS DIGITALES;9
AG TACNA;TACNA;TACNA;TACNA;JULIO;TRAMITE DNI;2,917
AG TACNA;TACNA;TACNA;TACNA;JULIO;ENTREGA DNI;6,248
AG TACNA;TACNA;TACNA;TACNA;JULIO;RRCC COPIAS CERTIF;557
AG TACNA;TACNA;TACNA;TACNA;JULIO;CERTIFICACION DE RUIPN;786
AG TACNA;TACNA;TACNA;TACNA;JULIO;CERTIFICADOS DIGITALES;5
AG TACNA;TACNA;TACNA;TACNA;AGOSTO;TRAMITE DNI;2,937
AG TACNA;TACNA;TACNA;TACNA;AGOSTO;ENTREGA DNI;6,957
AG TACNA;TACNA;TACNA;TACNA;AGOSTO;RRCC COPIAS CERTIF;712
AG TACNA;TACNA;TACNA;TACNA;AGOSTO;CERTIFICACION DE RUIPN;1,110
AG TACNA;TACNA;TACNA;TACNA;AGOSTO;CERTIFICADOS DIGITALES;13
AG TACNA;TACNA;TACNA;TACNA;SEPTIEMBRE;TRAMITE DNI;2,776
AG TACNA;TACNA;TACNA;TACNA;SEPTIEMBRE;ENTREGA DNI;7,113
AG TACNA;TACNA;TACNA;TACNA;SEPTIEMBRE;RRCC COPIAS CERTIF;741
AG TACNA;TACNA;TACNA;TACNA;SEPTIEMBRE;CERTIFICACION DE RUIPN;1,487
AG TACNA;TACNA;TACNA;TACNA;SEPTIEMBRE;CERTIFICADOS DIGITALES;13
AG CALCA;CUSCO;CALCA;CALCA;JULIO;TRAMITE DNI;577
AG CALCA;CUSCO;CALCA;CALCA;JULIO;ENTREGA DNI;828
AG CALCA;CUSCO;CALCA;CALCA;JULIO;RRCC COPIAS CERTIF;68
AG CALCA;CUSCO;CALCA;CALCA;JULIO;CERTIFICACION DE RUIPN;120
AG CALCA;CUSCO;CALCA;CALCA;AGOSTO;TRAMITE DNI;589
AG CALCA;CUSCO;CALCA;CALCA;AGOSTO;ENTREGA DNI;935
AG CALCA;CUSCO;CALCA;CALCA;AGOSTO;RRCC COPIAS CERTIF;80
AG CALCA;CUSCO;CALCA;CALCA;AGOSTO;CERTIFICACION DE RUIPN;142
AG CALCA;CUSCO;CALCA;CALCA;AGOSTO;CERTIFICADOS DIGITALES;1
AG CALCA;CUSCO;CALCA;CALCA;SEPTIEMBRE;TRAMITE DNI;597
AG CALCA;CUSCO;CALCA;CALCA;SEPTIEMBRE;ENTREGA DNI;911
AG CALCA;CUSCO;CALCA;CALCA;SEPTIEMBRE;RRCC COPIAS CERTIF;81
AG CALCA;CUSCO;CALCA;CALCA;SEPTIEMBRE;CERTIFICACION DE RUIPN;139
AG CALCA;CUSCO;CALCA;CALCA;SEPTIEMBRE;CERTIFICADOS DIGITALES;1
AG HUARAL;LIMA;HUARAL;HUARAL;JULIO;TRAMITE DNI;1,777
AG HUARAL;LIMA;HUARAL;HUARAL;JULIO;ENTREGA DNI;2,856
AG HUARAL;LIMA;HUARAL;HUARAL;JULIO;RRCC COPIAS CERTIF;248
AG HUARAL;LIMA;HUARAL;HUARAL;JULIO;CERTIFICACION DE RUIPN;338
AG HUARAL;LIMA;HUARAL;HUARAL;JULIO;CERTIFICADOS DIGITALES;3
AG HUARAL;LIMA;HUARAL;HUARAL;AGOSTO;TRAMITE DNI;2,099
AG HUARAL;LIMA;HUARAL;HUARAL;AGOSTO;ENTREGA DNI;3,274
AG HUARAL;LIMA;HUARAL;HUARAL;AGOSTO;RRCC COPIAS CERTIF;350
AG HUARAL;LIMA;HUARAL;HUARAL;AGOSTO;CERTIFICACION DE RUIPN;458
AG HUARAL;LIMA;HUARAL;HUARAL;AGOSTO;CERTIFICADOS DIGITALES;2
AG HUARAL;LIMA;HUARAL;HUARAL;SEPTIEMBRE;TRAMITE DNI;1,942
AG HUARAL;LIMA;HUARAL;HUARAL;SEPTIEMBRE;ENTREGA DNI;3,213
AG HUARAL;LIMA;HUARAL;HUARAL;SEPTIEMBRE;RRCC COPIAS CERTIF;312
AG HUARAL;LIMA;HUARAL;HUARAL;SEPTIEMBRE;CERTIFICACION DE RUIPN;578
AG HUARAL;LIMA;HUARAL;HUARAL;SEPTIEMBRE;CERTIFICADOS DIGITALES;4
AG PALPA;ICA;PALPA;PALPA;JULIO;TRAMITE DNI;151
AG PALPA;ICA;PALPA;PALPA;JULIO;ENTREGA DNI;197
AG PALPA;ICA;PALPA;PALPA;JULIO;RRCC COPIAS CERTIF;30
AG PALPA;ICA;PALPA;PALPA;AGOSTO;TRAMITE DNI;100
AG PALPA;ICA;PALPA;PALPA;AGOSTO;ENTREGA DNI;155
AG PALPA;ICA;PALPA;PALPA;AGOSTO;RRCC COPIAS CERTIF;31
AG PALPA;ICA;PALPA;PALPA;SEPTIEMBRE;TRAMITE DNI;82
AG PALPA;ICA;PALPA;PALPA;SEPTIEMBRE;ENTREGA DNI;142
AG PALPA;ICA;PALPA;PALPA;SEPTIEMBRE;RRCC COPIAS CERTIF;18
AG PISCO;ICA;PISCO;PISCO;JULIO;TRAMITE DNI;1,062
AG PISCO;ICA;PISCO;PISCO;JULIO;ENTREGA DNI;2,314
AG PISCO;ICA;PISCO;PISCO;JULIO;RRCC COPIAS CERTIF;356
AG PISCO;ICA;PISCO;PISCO;JULIO;CERTIFICACION DE RUIPN;568
AG PISCO;ICA;PISCO;PISCO;JULIO;CERTIFICADOS DIGITALES;3
AG PISCO;ICA;PISCO;PISCO;AGOSTO;TRAMITE DNI;1,153
AG PISCO;ICA;PISCO;PISCO;AGOSTO;ENTREGA DNI;2,174
AG PISCO;ICA;PISCO;PISCO;AGOSTO;RRCC COPIAS CERTIF;354
AG PISCO;ICA;PISCO;PISCO;AGOSTO;CERTIFICACION DE RUIPN;595
AG PISCO;ICA;PISCO;PISCO;AGOSTO;CERTIFICADOS DIGITALES;1
AG PISCO;ICA;PISCO;PISCO;SEPTIEMBRE;TRAMITE DNI;1,069
AG PISCO;ICA;PISCO;PISCO;SEPTIEMBRE;ENTREGA DNI;2,293
AG PISCO;ICA;PISCO;PISCO;SEPTIEMBRE;RRCC COPIAS CERTIF;319
AG PISCO;ICA;PISCO;PISCO;SEPTIEMBRE;CERTIFICACION DE RUIPN;743
AG PISCO;ICA;PISCO;PISCO;SEPTIEMBRE;CERTIFICADOS DIGITALES;1
PAP ANTA;CUSCO;ANTA;ANTA;JULIO;TRAMITE DNI;343
PAP ANTA;CUSCO;ANTA;ANTA;JULIO;ENTREGA DNI;538
PAP ANTA;CUSCO;ANTA;ANTA;JULIO;RRCC COPIAS CERTIF;12
PAP ANTA;CUSCO;ANTA;ANTA;JULIO;CERTIFICACION DE RUIPN;59
PAP ANTA;CUSCO;ANTA;ANTA;AGOSTO;TRAMITE DNI;430
PAP ANTA;CUSCO;ANTA;ANTA;AGOSTO;ENTREGA DNI;628
PAP ANTA;CUSCO;ANTA;ANTA;AGOSTO;RRCC COPIAS CERTIF;15
PAP ANTA;CUSCO;ANTA;ANTA;AGOSTO;CERTIFICACION DE RUIPN;240
PAP ANTA;CUSCO;ANTA;ANTA;SEPTIEMBRE;TRAMITE DNI;385
PAP ANTA;CUSCO;ANTA;ANTA;SEPTIEMBRE;ENTREGA DNI;652
PAP ANTA;CUSCO;ANTA;ANTA;SEPTIEMBRE;CERTIFICACION DE RUIPN;139
PAP CHUMBIVILCAS;CUSCO;CHUMBIVILCAS;SANTO TOMAS;JULIO;TRAMITE DNI;354
PAP CHUMBIVILCAS;CUSCO;CHUMBIVILCAS;SANTO TOMAS;JULIO;ENTREGA DNI;475
PAP CHUMBIVILCAS;CUSCO;CHUMBIVILCAS;SANTO TOMAS;JULIO;RRCC COPIAS CERTIF;21
PAP CHUMBIVILCAS;CUSCO;CHUMBIVILCAS;SANTO TOMAS;JULIO;CERTIFICACION DE RUIPN;51
PAP CHUMBIVILCAS;CUSCO;CHUMBIVILCAS;SANTO TOMAS;AGOSTO;TRAMITE DNI;434
